jahr,demographie_szenario,rentenalter_szenario,regelaltersgrenze,alter,synthetische_kohorte_mio,nicht_in_rente_anteil,nicht_in_rente_mio,erwerbsquote,effektive_beitragszahler_mio,zusatz_beitragsbasis_mrd_euro
2043,jung,status_quo_67,67.000,70,1.149,0.000,0.000,0.070,0.000,0.000
2043,jung,status_quo_67,67.000,71,1.149,0.000,0.000,0.050,0.000,0.000
2043,jung,status_quo_67,67.000,72,1.149,0.000,0.000,0.040,0.000,0.000
2043,jung,lebenserwartung_gekoppelt_2zu1,68.800,67,1.149,1.000,1.149,0.200,0.195,10.980
2043,jung,lebenserwartung_gekoppelt_2zu1,68.800,68,1.149,0.800,0.919,0.140,0.109,6.149
2043,jung,lebenserwartung_gekoppelt_2zu1,68.800,69,1.149,0.000,0.000,0.100,0.000,0.000
2043,jung,lebenserwartung_gekoppelt_2zu1,68.800,70,1.149,0.000,0.000,0.070,0.000,0.000
2043,jung,lebenserwartung_gekoppelt_2zu1,68.800,71,1.149,0.000,0.000,0.050,0.000,0.000
2043,jung,lebenserwartung_gekoppelt_2zu1,68.800,72,1.149,0.000,0.000,0.040,0.000,0.000
2043,jung,daenemarknah,70.200,67,1.149,1.000,1.149,0.200,0.195,10.980
2043,jung,daenemarknah,70.200,68,1.149,1.000,1.149,0.140,0.137,7.686
2043,jung,daenemarknah,70.200,69,1.149,1.000,1.149,0.100,0.098,5.490
2043,jung,daenemarknah,70.200,70,1.149,0.200,0.230,0.070,0.014,0.769
2043,jung,daenemarknah,70.200,71,1.149,0.000,0.000,0.050,0.000,0.000
2043,jung,daenemarknah,70.200,72,1.149,0.000,0.000,0.040,0.000,0.000
2044,jung,status_quo_67,67.000,67,1.148,0.000,0.000,0.200,0.000,0.000
2044,jung,status_quo_67,67.000,68,1.148,0.000,0.000,0.140,0.000,0.000
2044,jung,status_quo_67,67.000,69,1.148,0.000,0.000,0.100,0.000,0.000
2044,jung,status_quo_67,67.000,70,1.148,0.000,0.000,0.070,0.000,0.000
2044,jung,status_quo_67,67.000,71,1.148,0.000,0.000,0.050,0.000,0.000
2044,jung,status_quo_67,67.000,72,1.148,0.000,0.000,0.040,0.000,0.000
2044,jung,lebenserwartung_gekoppelt_2zu1,68.900,67,1.148,1.000,1.148,0.200,0.195,11.257
2044,jung,lebenserwartung_gekoppelt_2zu1,68.900,68,1.148,0.900,1.034,0.140,0.123,7.092
2044,jung,lebenserwartung_gekoppelt_2zu1,68.900,69,1.148,0.000,0.000,0.100,0.000,0.000
2044,jung,lebenserwartung_gekoppelt_2zu1,68.900,70,1.148,0.000,0.000,0.070,0.000,0.000
2044,jung,lebenserwartung_gekoppelt_2zu1,68.900,71,1.148,0.000,0.000,0.050,0.000,0.000
2044,jung,lebenserwartung_gekoppelt_2zu1,68.900,72,1.148,0.000,0.000,0.040,0.000,0.000
2044,jung,daenemarknah,70.267,67,1.148,1.000,1.148,0.200,0.195,11.257
2044,jung,daenemarknah,70.267,68,1.148,1.000,1.148,0.140,0.137,7.880
2044,jung,daenemarknah,70.267,69,1.148,1.000,1.148,0.100,0.098,5.628
2044,jung,daenemarknah,70.267,70,1.148,0.267,0.306,0.070,0.018,1.051
2044,jung,daenemarknah,70.267,71,1.148,0.000,0.000,0.050,0.000,0.000
2044,jung,daenemarknah,70.267,72,1.148,0.000,0.000,0.040,0.000,0.000
2045,jung,status_quo_67,67.000,67,1.148,0.000,0.000,0.200,0.000,0.000
2045,jung,status_quo_67,67.000,68,1.148,0.000,0.000,0.140,0.000,0.000
2045,jung,status_quo_67,67.000,69,1.148,0.000,0.000,0.100,0.000,0.000
2045,jung,status_quo_67,67.000,70,1.148,0.000,0.000,0.070,0.000,0.000
2045,jung,status_quo_67,67.000,71,1.148,0.000,0.000,0.050,0.000,0.000
2045,jung,status_quo_67,67.000,72,1.148,0.000,0.000,0.040,0.000,0.000
2045,jung,lebenserwartung_gekoppelt_2zu1,69.000,67,1.148,1.000,1.148,0.200,0.195,11.541
2045,jung,lebenserwartung_gekoppelt_2zu1,69.000,68,1.148,1.000,1.148,0.140,0.137,8.078
2045,jung,lebenserwartung_gekoppelt_2zu1,69.000,69,1.148,0.000,0.000,0.100,0.000,0.000
2045,jung,lebenserwartung_gekoppelt_2zu1,69.000,70,1.148,0.000,0.000,0.070,0.000,0.000
2045,jung,lebenserwartung_gekoppelt_2zu1,69.000,71,1.148,0.000,0.000,0.050,0.000,0.000
2045,jung,lebenserwartung_gekoppelt_2zu1,69.000,72,1.148,0.000,0.000,0.040,0.000,0.000
2045,jung,daenemarknah,70.333,67,1.148,1.000,1.148,0.200,0.195,11.541
2045,jung,daenemarknah,70.333,68,1.148,1.000,1.148,0.140,0.137,8.078
2045,jung,daenemarknah,70.333,69,1.148,1.000,1.148,0.100,0.098,5.770
2045,jung,daenemarknah,70.333,70,1.148,0.333,0.383,0.070,0.023,1.346
2045,jung,daenemarknah,70.333,71,1.148,0.000,0.000,0.050,0.000,0.000
2045,jung,daenemarknah,70.333,72,1.148,0.000,0.000,0.040,0.000,0.000
2046,jung,status_quo_67,67.000,67,1.147,0.000,0.000,0.200,0.000,0.000
2046,jung,status_quo_67,67.000,68,1.147,0.000,0.000,0.140,0.000,0.000
2046,jung,status_quo_67,67.000,69,1.147,0.000,0.000,0.100,0.000,0.000
2046,jung,status_quo_67,67.000,70,1.147,0.000,0.000,0.070,0.000,0.000
2046,jung,status_quo_67,67.000,71,1.147,0.000,0.000,0.050,0.000,0.000
2046,jung,status_quo_67,67.000,72,1.147,0.000,0.000,0.040,0.000,0.000
2046,jung,lebenserwartung_gekoppelt_2zu1,69.100,67,1.147,1.000,1.147,0.200,0.195,11.830
2046,jung,lebenserwartung_gekoppelt_2zu1,69.100,68,1.147,1.000,1.147,0.140,0.136,8.281
2046,jung,lebenserwartung_gekoppelt_2zu1,69.100,69,1.147,0.100,0.115,0.100,0.010,0.592
2046,jung,lebenserwartung_gekoppelt_2zu1,69.100,70,1.147,0.000,0.000,0.070,0.000,0.000
2046,jung,lebenserwartung_gekoppelt_2zu1,69.100,71,1.147,0.000,0.000,0.050,0.000,0.000
2046,jung,lebenserwartung_gekoppelt_2zu1,69.100,72,1.147,0.000,0.000,0.040,0.000,0.000
2046,jung,daenemarknah,70.400,67,1.147,1.000,1.147,0.200,0.195,11.830
2046,jung,daenemarknah,70.400,68,1.147,1.000,1.147,0.140,0.136,8.281
2046,jung,daenemarknah,70.400,69,1.147,1.000,1.147,0.100,0.097,5.915
2046,jung,daenemarknah,70.400,70,1.147,0.400,0.459,0.070,0.027,1.656
2046,jung,daenemarknah,70.400,71,1.147,0.000,0.000,0.050,0.000,0.000
2046,jung,daenemarknah,70.400,72,1.147,0.000,0.000,0.040,0.000,0.000
2047,jung,status_quo_67,67.000,67,1.146,0.000,0.000,0.200,0.000,0.000
2047,jung,status_quo_67,67.000,68,1.146,0.000,0.000,0.140,0.000,0.000
2047,jung,status_quo_67,67.000,69,1.146,0.000,0.000,0.100,0.000,0.000
2047,jung,status_quo_67,67.000,70,1.146,0.000,0.000,0.070,0.000,0.000
2047,jung,status_quo_67,67.000,71,1.146,0.000,0.000,0.050,0.000,0.000
2047,jung,status_quo_67,67.000,72,1.146,0.000,0.000,0.040,0.000,0.000
2047,jung,lebenserwartung_gekoppelt_2zu1,69.200,67,1.146,1.000,1.146,0.200,0.195,12.127
2047,jung,lebenserwartung_gekoppelt_2zu1,69.200,68,1.146,1.000,1.146,0.140,0.136,8.489
2047,jung,lebenserwartung_gekoppelt_2zu1,69.200,69,1.146,0.200,0.229,0.100,0.019,1.213
2047,jung,lebenserwartung_gekoppelt_2zu1,69.200,70,1.146,0.000,0.000,0.070,0.000,0.000
2047,jung,lebenserwartung_gekoppelt_2zu1,69.200,71,1.146,0.000,0.000,0.050,0.000,0.000
2047,jung,lebenserwartung_gekoppelt_2zu1,69.200,72,1.146,0.000,0.000,0.040,0.000,0.000
2047,jung,daenemarknah,70.467,67,1.146,1.000,1.146,0.200,0.195,12.127
2047,jung,daenemarknah,70.467,68,1.146,1.000,1.146,0.140,0.136,8.489
2047,jung,daenemarknah,70.467,69,1.146,1.000,1.146,0.100,0.097,6.063
2047,jung,daenemarknah,70.467,70,1.146,0.467,0.535,0.070,0.032,1.981
2047,jung,daenemarknah,70.467,71,1.146,0.000,0.000,0.050,0.000,0.000
2047,jung,daenemarknah,70.467,72,1.146,0.000,0.000,0.040,0.000,0.000
2048,jung,status_quo_67,67.000,67,1.146,0.000,0.000,0.200,0.000,0.000
2048,jung,status_quo_67,67.000,68,1.146,0.000,0.000,0.140,0.000,0.000
2048,jung,status_quo_67,67.000,69,1.146,0.000,0.000,0.100,0.000,0.000
2048,jung,status_quo_67,67.000,70,1.146,0.000,0.000,0.070,0.000,0.000
2048,jung,status_quo_67,67.000,71,1.146,0.000,0.000,0.050,0.000,0.000
2048,jung,status_quo_67,67.000,72,1.146,0.000,0.000,0.040,0.000,0.000
2048,jung,lebenserwartung_gekoppelt_2zu1,69.300,67,1.146,1.000,1.146,0.200,0.195,12.431
2048,jung,lebenserwartung_gekoppelt_2zu1,69.300,68,1.146,1.000,1.146,0.140,0.136,8.702
2048,jung,lebenserwartung_gekoppelt_2zu1,69.300,69,1.146,0.300,0.344,0.100,0.029,1.865
2048,jung,lebenserwartung_gekoppelt_2zu1,69.300,70,1.146,0.000,0.000,0.070,0.000,0.000
2048,jung,lebenserwartung_gekoppelt_2zu1,69.300,71,1.146,0.000,0.000,0.050,0.000,0.000
2048,jung,lebenserwartung_gekoppelt_2zu1,69.300,72,1.146,0.000,0.000,0.040,0.000,0.000
2048,jung,daenemarknah,70.533,67,1.146,1.000,1.146,0.200,0.195,12.431
2048,jung,daenemarknah,70.533,68,1.146,1.000,1.146,0.140,0.136,8.702
2048,jung,daenemarknah,70.533,69,1.146,1.000,1.146,0.100,0.097,6.215
2048,jung,daenemarknah,70.533,70,1.146,0.533,0.611,0.070,0.036,2.320
2048,jung,daenemarknah,70.533,71,1.146,0.000,0.000,0.050,0.000,0.000
2048,jung,daenemarknah,70.533,72,1.146,0.000,0.000,0.040,0.000,0.000
2049,jung,status_quo_67,67.000,67,1.145,0.000,0.000,0.200,0.000,0.000
2049,jung,status_quo_67,67.000,68,1.145,0.000,0.000,0.140,0.000,0.000
2049,jung,status_quo_67,67.000,69,1.145,0.000,0.000,0.100,0.000,0.000
2049,jung,status_quo_67,67.000,70,1.145,0.000,0.000,0.070,0.000,0.000
2049,jung,status_quo_67,67.000,71,1.145,0.000,0.000,0.050,0.000,0.000
2049,jung,status_quo_67,67.000,72,1.145,0.000,0.000,0.040,0.000,0.000
2049,jung,lebenserwartung_gekoppelt_2zu1,69.400,67,1.145,1.000,1.145,0.200,0.195,12.743
2049,jung,lebenserwartung_gekoppelt_2zu1,69.400,68,1.145,1.000,1.145,0.140,0.136,8.920
2049,jung,lebenserwartung_gekoppelt_2zu1,69.400,69,1.145,0.400,0.458,0.100,0.039,2.549
2049,jung,lebenserwartung_gekoppelt_2zu1,69.400,70,1.145,0.000,0.000,0.070,0.000,0.000
2049,jung,lebenserwartung_gekoppelt_2zu1,69.400,71,1.145,0.000,0.000,0.050,0.000,0.000
2049,jung,lebenserwartung_gekoppelt_2zu1,69.400,72,1.145,0.000,0.000,0.040,0.000,0.000
2049,jung,daenemarknah,70.600,67,1.145,1.000,1.145,0.200,0.195,12.743
2049,jung,daenemarknah,70.600,68,1.145,1.000,1.145,0.140,0.136,8.920
2049,jung,daenemarknah,70.600,69,1.145,1.000,1.145,0.100,0.097,6.371
2049,jung,daenemarknah,70.600,70,1.145,0.600,0.687,0.070,0.041,2.676
2049,jung,daenemarknah,70.600,71,1.145,0.000,0.000,0.050,0.000,0.000
2049,jung,daenemarknah,70.600,72,1.145,0.000,0.000,0.040,0.000,0.000
2050,jung,status_quo_67,67.000,67,1.144,0.000,0.000,0.200,0.000,0.000
2050,jung,status_quo_67,67.000,68,1.144,0.000,0.000,0.140,0.000,0.000
2050,jung,status_quo_67,67.000,69,1.144,0.000,0.000,0.100,0.000,0.000
2050,jung,status_quo_67,67.000,70,1.144,0.000,0.000,0.070,0.000,0.000
2050,jung,status_quo_67,67.000,71,1.144,0.000,0.000,0.050,0.000,0.000
2050,jung,status_quo_67,67.000,72,1.144,0.000,0.000,0.040,0.000,0.000
2050,jung,lebenserwartung_gekoppelt_2zu1,69.500,67,1.144,1.000,1.144,0.200,0.195,13.062
2050,jung,lebenserwartung_gekoppelt_2zu1,69.500,68,1.144,1.000,1.144,0.140,0.136,9.144
2050,jung,lebenserwartung_gekoppelt_2zu1,69.500,69,1.144,0.500,0.572,0.100,0.049,3.266
2050,jung,lebenserwartung_gekoppelt_2zu1,69.500,70,1.144,0.000,0.000,0.070,0.000,0.000
2050,jung,lebenserwartung_gekoppelt_2zu1,69.500,71,1.144,0.000,0.000,0.050,0.000,0.000
2050,jung,lebenserwartung_gekoppelt_2zu1,69.500,72,1.144,0.000,0.000,0.040,0.000,0.000
2050,jung,daenemarknah,70.667,67,1.144,1.000,1.144,0.200,0.195,13.062
2050,jung,daenemarknah,70.667,68,1.144,1.000,1.144,0.140,0.136,9.144
2050,jung,daenemarknah,70.667,69,1.144,1.000,1.144,0.100,0.097,6.531
2050,jung,daenemarknah,70.667,70,1.144,0.667,0.763,0.070,0.045,3.048
2050,jung,daenemarknah,70.667,71,1.144,0.000,0.000,0.050,0.000,0.000
2050,jung,daenemarknah,70.667,72,1.144,0.000,0.000,0.040,0.000,0.000
2051,jung,status_quo_67,67.000,67,1.144,0.000,0.000,0.200,0.000,0.000
2051,jung,status_quo_67,67.000,68,1.144,0.000,0.000,0.140,0.000,0.000
2051,jung,status_quo_67,67.000,69,1.144,0.000,0.000,0.100,0.000,0.000
2051,jung,status_quo_67,67.000,70,1.144,0.000,0.000,0.070,0.000,0.000
2051,jung,status_quo_67,67.000,71,1.144,0.000,0.000,0.050,0.000,0.000
2051,jung,status_quo_67,67.000,72,1.144,0.000,0.000,0.040,0.000,0.000
2051,jung,lebenserwartung_gekoppelt_2zu1,69.600,67,1.144,1.000,1.144,0.200,0.194,13.390
2051,jung,lebenserwartung_gekoppelt_2zu1,69.600,68,1.144,1.000,1.144,0.140,0.136,9.373
2051,jung,lebenserwartung_gekoppelt_2zu1,69.600,69,1.144,0.600,0.686,0.100,0.058,4.017
2051,jung,lebenserwartung_gekoppelt_2zu1,69.600,70,1.144,0.000,0.000,0.070,0.000,0.000
2051,jung,lebenserwartung_gekoppelt_2zu1,69.600,71,1.144,0.000,0.000,0.050,0.000,0.000
2051,jung,lebenserwartung_gekoppelt_2zu1,69.600,72,1.144,0.000,0.000,0.040,0.000,0.000
2051,jung,daenemarknah,70.733,67,1.144,1.000,1.144,0.200,0.194,13.390
2051,jung,daenemarknah,70.733,68,1.144,1.000,1.144,0.140,0.136,9.373
2051,jung,daenemarknah,70.733,69,1.144,1.000,1.144,0.100,0.097,6.695
2051,jung,daenemarknah,70.733,70,1.144,0.733,0.839,0.070,0.050,3.437
2051,jung,daenemarknah,70.733,71,1.144,0.000,0.000,0.050,0.000,0.000
2051,jung,daenemarknah,70.733,72,1.144,0.000,0.000,0.040,0.000,0.000
2052,jung,status_quo_67,67.000,67,1.143,0.000,0.000,0.200,0.000,0.000
2052,jung,status_quo_67,67.000,68,1.143,0.000,0.000,0.140,0.000,0.000
2052,jung,status_quo_67,67.000,69,1.143,0.000,0.000,0.100,0.000,0.000
2052,jung,status_quo_67,67.000,70,1.143,0.000,0.000,0.070,0.000,0.000
2052,jung,status_quo_67,67.000,71,1.143,0.000,0.000,0.050,0.000,0.000
2052,jung,status_quo_67,67.000,72,1.143,0.000,0.000,0.040,0.000,0.000
2052,jung,lebenserwartung_gekoppelt_2zu1,69.700,67,1.143,1.000,1.143,0.200,0.194,13.725
2052,jung,lebenserwartung_gekoppelt_2zu1,69.700,68,1.143,1.000,1.143,0.140,0.136,9.608
2052,jung,lebenserwartung_gekoppelt_2zu1,69.700,69,1.143,0.700,0.800,0.100,0.068,4.804
2052,jung,lebenserwartung_gekoppelt_2zu1,69.700,70,1.143,0.000,0.000,0.070,0.000,0.000
2052,jung,lebenserwartung_gekoppelt_2zu1,69.700,71,1.143,0.000,0.000,0.050,0.000,0.000
2052,jung,lebenserwartung_gekoppelt_2zu1,69.700,72,1.143,0.000,0.000,0.040,0.000,0.000
2052,jung,daenemarknah,70.800,67,1.143,1.000,1.143,0.200,0.194,13.725
2052,jung,daenemarknah,70.800,68,1.143,1.000,1.143,0.140,0.136,9.608
2052,jung,daenemarknah,70.800,69,1.143,1.000,1.143,0.100,0.097,6.863
2052,jung,daenemarknah,70.800,70,1.143,0.800,0.914,0.070,0.054,3.843
2052,jung,daenemarknah,70.800,71,1.143,0.000,0.000,0.050,0.000,0.000
2052,jung,daenemarknah,70.800,72,1.143,0.000,0.000,0.040,0.000,0.000
2053,jung,status_quo_67,67.000,67,1.142,0.000,0.000,0.200,0.000,0.000
2053,jung,status_quo_67,67.000,68,1.142,0.000,0.000,0.140,0.000,0.000
2053,jung,status_quo_67,67.000,69,1.142,0.000,0.000,0.100,0.000,0.000
2053,jung,status_quo_67,67.000,70,1.142,0.000,0.000,0.070,0.000,0.000
2053,jung,status_quo_67,67.000,71,1.142,0.000,0.000,0.050,0.000,0.000
2053,jung,status_quo_67,67.000,72,1.142,0.000,0.000,0.040,0.000,0.000
2053,jung,lebenserwartung_gekoppelt_2zu1,69.800,67,1.142,1.000,1.142,0.200,0.194,14.070
2053,jung,lebenserwartung_gekoppelt_2zu1,69.800,68,1.142,1.000,1.142,0.140,0.136,9.849
2053,jung,lebenserwartung_gekoppelt_2zu1,69.800,69,1.142,0.800,0.914,0.100,0.078,5.628
2053,jung,lebenserwartung_gekoppelt_2zu1,69.800,70,1.142,0.000,0.000,0.070,0.000,0.000
2053,jung,lebenserwartung_gekoppelt_2zu1,69.800,71,1.142,0.000,0.000,0.050,0.000,0.000
2053,jung,lebenserwartung_gekoppelt_2zu1,69.800,72,1.142,0.000,0.000,0.040,0.000,0.000
2053,jung,daenemarknah,70.867,67,1.142,1.000,1.142,0.200,0.194,14.070
2053,jung,daenemarknah,70.867,68,1.142,1.000,1.142,0.140,0.136,9.849
2053,jung,daenemarknah,70.867,69,1.142,1.000,1.142,0.100,0.097,7.035
2053,jung,daenemarknah,70.867,70,1.142,0.867,0.990,0.070,0.059,4.268
2053,jung,daenemarknah,70.867,71,1.142,0.000,0.000,0.050,0.000,0.000
2053,jung,daenemarknah,70.867,72,1.142,0.000,0.000,0.040,0.000,0.000
2054,jung,status_quo_67,67.000,67,1.141,0.000,0.000,0.200,0.000,0.000
2054,jung,status_quo_67,67.000,68,1.141,0.000,0.000,0.140,0.000,0.000
2054,jung,status_quo_67,67.000,69,1.141,0.000,0.000,0.100,0.000,0.000
2054,jung,status_quo_67,67.000,70,1.141,0.000,0.000,0.070,0.000,0.000
2054,jung,status_quo_67,67.000,71,1.141,0.000,0.000,0.050,0.000,0.000
2054,jung,status_quo_67,67.000,72,1.141,0.000,0.000,0.040,0.000,0.000
2054,jung,lebenserwartung_gekoppelt_2zu1,69.900,67,1.141,1.000,1.141,0.200,0.194,14.422
2054,jung,lebenserwartung_gekoppelt_2zu1,69.900,68,1.141,1.000,1.141,0.140,0.136,10.096
2054,jung,lebenserwartung_gekoppelt_2zu1,69.900,69,1.141,0.900,1.027,0.100,0.087,6.490
2054,jung,lebenserwartung_gekoppelt_2zu1,69.900,70,1.141,0.000,0.000,0.070,0.000,0.000
2054,jung,lebenserwartung_gekoppelt_2zu1,69.900,71,1.141,0.000,0.000,0.050,0.000,0.000
2054,jung,lebenserwartung_gekoppelt_2zu1,69.900,72,1.141,0.000,0.000,0.040,0.000,0.000
2054,jung,daenemarknah,70.933,67,1.141,1.000,1.141,0.200,0.194,14.422
2054,jung,daenemarknah,70.933,68,1.141,1.000,1.141,0.140,0.136,10.096
2054,jung,daenemarknah,70.933,69,1.141,1.000,1.141,0.100,0.097,7.211
2054,jung,daenemarknah,70.933,70,1.141,0.933,1.065,0.070,0.063,4.711
2054,jung,daenemarknah,70.933,71,1.141,0.000,0.000,0.050,0.000,0.000
2054,jung,daenemarknah,70.933,72,1.141,0.000,0.000,0.040,0.000,0.000
2055,jung,status_quo_67,67.000,67,1.141,0.000,0.000,0.200,0.000,0.000
2055,jung,status_quo_67,67.000,68,1.141,0.000,0.000,0.140,0.000,0.000
2055,jung,status_quo_67,67.000,69,1.141,0.000,0.000,0.100,0.000,0.000
2055,jung,status_quo_67,67.000,70,1.141,0.000,0.000,0.070,0.000,0.000
2055,jung,status_quo_67,67.000,71,1.141,0.000,0.000,0.050,0.000,0.000
2055,jung,status_quo_67,67.000,72,1.141,0.000,0.000,0.040,0.000,0.000
2055,jung,lebenserwartung_gekoppelt_2zu1,70.000,67,1.141,1.000,1.141,0.200,0.194,14.784
2055,jung,lebenserwartung_gekoppelt_2zu1,70.000,68,1.141,1.000,1.141,0.140,0.136,10.349
2055,jung,lebenserwartung_gekoppelt_2zu1,70.000,69,1.141,1.000,1.141,0.100,0.097,7.392
2055,jung,lebenserwartung_gekoppelt_2zu1,70.000,70,1.141,0.000,0.000,0.070,0.000,0.000
2055,jung,lebenserwartung_gekoppelt_2zu1,70.000,71,1.141,0.000,0.000,0.050,0.000,0.000
2055,jung,lebenserwartung_gekoppelt_2zu1,70.000,72,1.141,0.000,0.000,0.040,0.000,0.000
2055,jung,daenemarknah,71.000,67,1.141,1.000,1.141,0.200,0.194,14.784
2055,jung,daenemarknah,71.000,68,1.141,1.000,1.141,0.140,0.136,10.349
2055,jung,daenemarknah,71.000,69,1.141,1.000,1.141,0.100,0.097,7.392
2055,jung,daenemarknah,71.000,70,1.141,1.000,1.141,0.070,0.068,5.174
2055,jung,daenemarknah,71.000,71,1.141,0.000,0.000,0.050,0.000,0.000
2055,jung,daenemarknah,71.000,72,1.141,0.000,0.000,0.040,0.000,0.000
2056,jung,status_quo_67,67.000,67,1.140,0.000,0.000,0.200,0.000,0.000
2056,jung,status_quo_67,67.000,68,1.140,0.000,0.000,0.140,0.000,0.000
2056,jung,status_quo_67,67.000,69,1.140,0.000,0.000,0.100,0.000,0.000
2056,jung,status_quo_67,67.000,70,1.140,0.000,0.000,0.070,0.000,0.000
2056,jung,status_quo_67,67.000,71,1.140,0.000,0.000,0.050,0.000,0.000
2056,jung,status_quo_67,67.000,72,1.140,0.000,0.000,0.040,0.000,0.000
2056,jung,lebenserwartung_gekoppelt_2zu1,70.100,67,1.140,1.000,1.140,0.200,0.194,15.155
2056,jung,lebenserwartung_gekoppelt_2zu1,70.100,68,1.140,1.000,1.140,0.140,0.136,10.608
2056,jung,lebenserwartung_gekoppelt_2zu1,70.100,69,1.140,1.000,1.140,0.100,0.097,7.577
2056,jung,lebenserwartung_gekoppelt_2zu1,70.100,70,1.140,0.100,0.114,0.070,0.007,0.530
2056,jung,lebenserwartung_gekoppelt_2zu1,70.100,71,1.140,0.000,0.000,0.050,0.000,0.000
2056,jung,lebenserwartung_gekoppelt_2zu1,70.100,72,1.140,0.000,0.000,0.040,0.000,0.000
2056,jung,daenemarknah,71.067,67,1.140,1.000,1.140,0.200,0.194,15.155
2056,jung,daenemarknah,71.067,68,1.140,1.000,1.140,0.140,0.136,10.608
2056,jung,daenemarknah,71.067,69,1.140,1.000,1.140,0.100,0.097,7.577
2056,jung,daenemarknah,71.067,70,1.140,1.000,1.140,0.070,0.068,5.304
2056,jung,daenemarknah,71.067,71,1.140,0.067,0.076,0.050,0.003,0.253
2056,jung,daenemarknah,71.067,72,1.140,0.000,0.000,0.040,0.000,0.000
2057,jung,status_quo_67,67.000,67,1.139,0.000,0.000,0.200,0.000,0.000
2057,jung,status_quo_67,67.000,68,1.139,0.000,0.000,0.140,0.000,0.000
2057,jung,status_quo_67,67.000,69,1.139,0.000,0.000,0.100,0.000,0.000
2057,jung,status_quo_67,67.000,70,1.139,0.000,0.000,0.070,0.000,0.000
2057,jung,status_quo_67,67.000,71,1.139,0.000,0.000,0.050,0.000,0.000
2057,jung,status_quo_67,67.000,72,1.139,0.000,0.000,0.040,0.000,0.000
2057,jung,lebenserwartung_gekoppelt_2zu1,70.200,67,1.139,1.000,1.139,0.200,0.194,15.535
2057,jung,lebenserwartung_gekoppelt_2zu1,70.200,68,1.139,1.000,1.139,0.140,0.136,10.874
2057,jung,lebenserwartung_gekoppelt_2zu1,70.200,69,1.139,1.000,1.139,0.100,0.097,7.767
2057,jung,lebenserwartung_gekoppelt_2zu1,70.200,70,1.139,0.200,0.228,0.070,0.014,1.087
2057,jung,lebenserwartung_gekoppelt_2zu1,70.200,71,1.139,0.000,0.000,0.050,0.000,0.000
2057,jung,lebenserwartung_gekoppelt_2zu1,70.200,72,1.139,0.000,0.000,0.040,0.000,0.000
2057,jung,daenemarknah,71.133,67,1.139,1.000,1.139,0.200,0.194,15.535
2057,jung,daenemarknah,71.133,68,1.139,1.000,1.139,0.140,0.136,10.874
2057,jung,daenemarknah,71.133,69,1.139,1.000,1.139,0.100,0.097,7.767
2057,jung,daenemarknah,71.133,70,1.139,1.000,1.139,0.070,0.068,5.437
2057,jung,daenemarknah,71.133,71,1.139,0.133,0.152,0.050,0.006,0.518
2057,jung,daenemarknah,71.133,72,1.139,0.000,0.000,0.040,0.000,0.000
2058,jung,status_quo_67,67.000,67,1.139,0.000,0.000,0.200,0.000,0.000
2058,jung,status_quo_67,67.000,68,1.139,0.000,0.000,0.140,0.000,0.000
2058,jung,status_quo_67,67.000,69,1.139,0.000,0.000,0.100,0.000,0.000
2058,jung,status_quo_67,67.000,70,1.139,0.000,0.000,0.070,0.000,0.000
2058,jung,status_quo_67,67.000,71,1.139,0.000,0.000,0.050,0.000,0.000
2058,jung,status_quo_67,67.000,72,1.139,0.000,0.000,0.040,0.000,0.000
2058,jung,lebenserwartung_gekoppelt_2zu1,70.300,67,1.139,1.000,1.139,0.200,0.194,15.924
2058,jung,lebenserwartung_gekoppelt_2zu1,70.300,68,1.139,1.000,1.139,0.140,0.135,11.147
2058,jung,lebenserwartung_gekoppelt_2zu1,70.300,69,1.139,1.000,1.139,0.100,0.097,7.962
2058,jung,lebenserwartung_gekoppelt_2zu1,70.300,70,1.139,0.300,0.342,0.070,0.020,1.672
2058,jung,lebenserwartung_gekoppelt_2zu1,70.300,71,1.139,0.000,0.000,0.050,0.000,0.000
2058,jung,lebenserwartung_gekoppelt_2zu1,70.300,72,1.139,0.000,0.000,0.040,0.000,0.000
2058,jung,daenemarknah,71.200,67,1.139,1.000,1.139,0.200,0.194,15.924
2058,jung,daenemarknah,71.200,68,1.139,1.000,1.139,0.140,0.135,11.147
2058,jung,daenemarknah,71.200,69,1.139,1.000,1.139,0.100,0.097,7.962
2058,jung,daenemarknah,71.200,70,1.139,1.000,1.139,0.070,0.068,5.573
2058,jung,daenemarknah,71.200,71,1.139,0.200,0.228,0.050,0.010,0.796
2058,jung,daenemarknah,71.200,72,1.139,0.000,0.000,0.040,0.000,0.000
2059,jung,status_quo_67,67.000,67,1.138,0.000,0.000,0.200,0.000,0.000
2059,jung,status_quo_67,67.000,68,1.138,0.000,0.000,0.140,0.000,0.000
2059,jung,status_quo_67,67.000,69,1.138,0.000,0.000,0.100,0.000,0.000
2059,jung,status_quo_67,67.000,70,1.138,0.000,0.000,0.070,0.000,0.000
2059,jung,status_quo_67,67.000,71,1.138,0.000,0.000,0.050,0.000,0.000
2059,jung,status_quo_67,67.000,72,1.138,0.000,0.000,0.040,0.000,0.000
2059,jung,lebenserwartung_gekoppelt_2zu1,70.400,67,1.138,1.000,1.138,0.200,0.193,16.323
2059,jung,lebenserwartung_gekoppelt_2zu1,70.400,68,1.138,1.000,1.138,0.140,0.135,11.426
